Typhoon_ID,Time_Step,Relative_Path,Split
1,80,Output/Typhoon_1_3D.npz,Train
1,81,Output/Typhoon_1_3D.npz,Train
2,0,Output/Typhoon_2_3D.npz,Train
2,1,Output/Typhoon_2_3D.npz,Train
2,2,Output/Typhoon_2_3D.npz,Train
2,3,Output/Typhoon_2_3D.npz,Train
2,4,Output/Typhoon_2_3D.npz,Train
2,5,Output/Typhoon_2_3D.npz,Train
2,6,Output/Typhoon_2_3D.npz,Train
2,7,Output/Typhoon_2_3D.npz,Train
2,8,Output/Typhoon_2_3D.npz,Train
2,9,Output/Typhoon_2_3D.npz,Train
2,10,Output/Typhoon_2_3D.npz,Train
2,11,Output/Typhoon_2_3D.npz,Train
2,12,Output/Typhoon_2_3D.npz,Train
2,13,Output/Typhoon_2_3D.npz,Train
2,14,Output/Typhoon_2_3D.npz,Train
2,15,Output/Typhoon_2_3D.npz,Train
2,16,Output/Typhoon_2_3D.npz,Train
2,17,Output/Typhoon_2_3D.npz,Train
2,18,Output/Typhoon_2_3D.npz,Train
2,19,Output/Typhoon_2_3D.npz,Train
2,20,Output/Typhoon_2_3D.npz,Train
2,21,Output/Typhoon_2_3D.npz,Train
2,22,Output/Typhoon_2_3D.npz,Train
2,23,Output/Typhoon_2_3D.npz,Train
2,24,Output/Typhoon_2_3D.npz,Train
2,25,Output/Typhoon_2_3D.npz,Train
2,26,Output/Typhoon_2_3D.npz,Train
2,27,Output/Typhoon_2_3D.npz,Train
2,28,Output/Typhoon_2_3D.npz,Train
2,29,Output/Typhoon_2_3D.npz,Train
2,30,Output/Typhoon_2_3D.npz,Train
2,31,Output/Typhoon_2_3D.npz,Train
2,32,Output/Typhoon_2_3D.npz,Train
2,33,Output/Typhoon_2_3D.npz,Train
2,34,Output/Typhoon_2_3D.npz,Train
2,35,Output/Typhoon_2_3D.npz,Train
2,36,Output/Typhoon_2_3D.npz,Train
2,37,Output/Typhoon_2_3D.npz,Train
2,38,Output/Typhoon_2_3D.npz,Train
2,39,Output/Typhoon_2_3D.npz,Train
2,40,Output/Typhoon_2_3D.npz,Train
2,41,Output/Typhoon_2_3D.npz,Train
2,42,Output/Typhoon_2_3D.npz,Train
2,43,Output/Typhoon_2_3D.npz,Train
2,44,Output/Typhoon_2_3D.npz,Train
2,45,Output/Typhoon_2_3D.npz,Train
2,46,Output/Typhoon_2_3D.npz,Train
2,47,Output/Typhoon_2_3D.npz,Train
2,48,Output/Typhoon_2_3D.npz,Train
2,49,Output/Typhoon_2_3D.npz,Train
2,50,Output/Typhoon_2_3D.npz,Train
2,51,Output/Typhoon_2_3D.npz,Train
2,52,Output/Typhoon_2_3D.npz,Train
2,53,Output/Typhoon_2_3D.npz,Train
2,54,Output/Typhoon_2_3D.npz,Train
2,55,Output/Typhoon_2_3D.npz,Train
2,56,Output/Typhoon_2_3D.npz,Train
2,57,Output/Typhoon_2_3D.npz,Train
2,58,Output/Typhoon_2_3D.npz,Train
2,59,Output/Typhoon_2_3D.npz,Train
2,60,Output/Typhoon_2_3D.npz,Train
2,61,Output/Typhoon_2_3D.npz,Train
2,62,Output/Typhoon_2_3D.npz,Train
2,63,Output/Typhoon_2_3D.npz,Train
2,64,Output/Typhoon_2_3D.npz,Train
2,65,Output/Typhoon_2_3D.npz,Train
2,66,Output/Typhoon_2_3D.npz,Train
2,67,Output/Typhoon_2_3D.npz,Train
2,68,Output/Typhoon_2_3D.npz,Train
2,69,Output/Typhoon_2_3D.npz,Train
2,70,Output/Typhoon_2_3D.npz,Train
2,71,Output/Typhoon_2_3D.npz,Train
2,72,Output/Typhoon_2_3D.npz,Train
2,73,Output/Typhoon_2_3D.npz,Train
2,74,Output/Typhoon_2_3D.npz,Train
2,75,Output/Typhoon_2_3D.npz,Train
2,76,Output/Typhoon_2_3D.npz,Train
2,77,Output/Typhoon_2_3D.npz,Train
2,78,Output/Typhoon_2_3D.npz,Train
2,79,Output/Typhoon_2_3D.npz,Train
2,80,Output/Typhoon_2_3D.npz,Train
2,81,Output/Typhoon_2_3D.npz,Train
2,82,Output/Typhoon_2_3D.npz,Train
2,83,Output/Typhoon_2_3D.npz,Train
2,84,Output/Typhoon_2_3D.npz,Train
2,85,Output/Typhoon_2_3D.npz,Train
2,86,Output/Typhoon_2_3D.npz,Train
2,87,Output/Typhoon_2_3D.npz,Train
2,88,Output/Typhoon_2_3D.npz,Train
2,89,Output/Typhoon_2_3D.npz,Train
2,90,Output/Typhoon_2_3D.npz,Train
2,91,Output/Typhoon_2_3D.npz,Train
2,92,Output/Typhoon_2_3D.npz,Train
2,93,Output/Typhoon_2_3D.npz,Train
2,94,Output/Typhoon_2_3D.npz,Train
2,95,Output/Typhoon_2_3D.npz,Train
2,96,Output/Typhoon_2_3D.npz,Train
2,97,Output/Typhoon_2_3D.npz,Train
2,98,Output/Typhoon_2_3D.npz,Train
2,99,Output/Typhoon_2_3D.npz,Train
2,100,Output/Typhoon_2_3D.npz,Train
2,101,Output/Typhoon_2_3D.npz,Train
2,102,Output/Typhoon_2_3D.npz,Train
2,103,Output/Typhoon_2_3D.npz,Train
2,104,Output/Typhoon_2_3D.npz,Train
2,105,Output/Typhoon_2_3D.npz,Train
2,106,Output/Typhoon_2_3D.npz,Train
2,107,Output/Typhoon_2_3D.npz,Train
2,108,Output/Typhoon_2_3D.npz,Train
2,109,Output/Typhoon_2_3D.npz,Train
2,110,Output/Typhoon_2_3D.npz,Train
2,111,Output/Typhoon_2_3D.npz,Train
2,112,Output/Typhoon_2_3D.npz,Train
2,113,Output/Typhoon_2_3D.npz,Train
2,114,Output/Typhoon_2_3D.npz,Train
3,0,Output/Typhoon_3_3D.npz,Train
3,1,Output/Typhoon_3_3D.npz,Train
3,2,Output/Typhoon_3_3D.npz,Train
3,3,Output/Typhoon_3_3D.npz,Train
3,4,Output/Typhoon_3_3D.npz,Train
3,5,Output/Typhoon_3_3D.npz,Train
3,6,Output/Typhoon_3_3D.npz,Train
3,7,Output/Typhoon_3_3D.npz,Train
3,8,Output/Typhoon_3_3D.npz,Train
3,9,Output/Typhoon_3_3D.npz,Train
3,10,Output/Typhoon_3_3D.npz,Train
3,11,Output/Typhoon_3_3D.npz,Train
3,12,Output/Typhoon_3_3D.npz,Train
3,13,Output/Typhoon_3_3D.npz,Train
3,14,Output/Typhoon_3_3D.npz,Train
3,15,Output/Typhoon_3_3D.npz,Train
3,16,Output/Typhoon_3_3D.npz,Train
3,17,Output/Typhoon_3_3D.npz,Train
3,18,Output/Typhoon_3_3D.npz,Train
3,19,Output/Typhoon_3_3D.npz,Train
3,20,Output/Typhoon_3_3D.npz,Train
3,21,Output/Typhoon_3_3D.npz,Train
3,22,Output/Typhoon_3_3D.npz,Train
3,23,Output/Typhoon_3_3D.npz,Train
3,24,Output/Typhoon_3_3D.npz,Train
3,25,Output/Typhoon_3_3D.npz,Train
3,26,Output/Typhoon_3_3D.npz,Train
3,27,Output/Typhoon_3_3D.npz,Train
3,28,Output/Typhoon_3_3D.npz,Train
3,29,Output/Typhoon_3_3D.npz,Train
3,30,Output/Typhoon_3_3D.npz,Train
3,31,Output/Typhoon_3_3D.npz,Train
3,32,Output/Typhoon_3_3D.npz,Train
3,33,Output/Typhoon_3_3D.npz,Train
3,34,Output/Typhoon_3_3D.npz,Train
3,35,Output/Typhoon_3_3D.npz,Train
3,36,Output/Typhoon_3_3D.npz,Train
3,37,Output/Typhoon_3_3D.npz,Train
3,38,Output/Typhoon_3_3D.npz,Train
3,39,Output/Typhoon_3_3D.npz,Train
3,40,Output/Typhoon_3_3D.npz,Train
3,41,Output/Typhoon_3_3D.npz,Train
3,42,Output/Typhoon_3_3D.npz,Train
3,43,Output/Typhoon_3_3D.npz,Train
3,44,Output/Typhoon_3_3D.npz,Train
3,45,Output/Typhoon_3_3D.npz,Train
3,46,Output/Typhoon_3_3D.npz,Train
3,47,Output/Typhoon_3_3D.npz,Train
3,48,Output/Typhoon_3_3D.npz,Train
3,49,Output/Typhoon_3_3D.npz,Train
3,50,Output/Typhoon_3_3D.npz,Train
3,51,Output/Typhoon_3_3D.npz,Train
3,52,Output/Typhoon_3_3D.npz,Train
3,53,Output/Typhoon_3_3D.npz,Train
3,54,Output/Typhoon_3_3D.npz,Train
3,55,Output/Typhoon_3_3D.npz,Train
3,56,Output/Typhoon_3_3D.npz,Train
3,57,Output/Typhoon_3_3D.npz,Train
3,58,Output/Typhoon_3_3D.npz,Train
3,59,Output/Typhoon_3_3D.npz,Train
3,60,Output/Typhoon_3_3D.npz,Train
3,61,Output/Typhoon_3_3D.npz,Train
3,62,Output/Typhoon_3_3D.npz,Train
3,63,Output/Typhoon_3_3D.npz,Train
3,64,Output/Typhoon_3_3D.npz,Train
3,65,Output/Typhoon_3_3D.npz,Train
3,66,Output/Typhoon_3_3D.npz,Train
3,67,Output/Typhoon_3_3D.npz,Train
3,68,Output/Typhoon_3_3D.npz,Train
3,69,Output/Typhoon_3_3D.npz,Train
3,70,Output/Typhoon_3_3D.npz,Train
3,71,Output/Typhoon_3_3D.npz,Train
3,72,Output/Typhoon_3_3D.npz,Train
3,73,Output/Typhoon_3_3D.npz,Train
3,74,Output/Typhoon_3_3D.npz,Train
3,75,Output/Typhoon_3_3D.npz,Train
3,76,Output/Typhoon_3_3D.npz,Train
3,77,Output/Typhoon_3_3D.npz,Train
3,78,Output/Typhoon_3_3D.npz,Train
3,79,Output/Typhoon_3_3D.npz,Train
3,80,Output/Typhoon_3_3D.npz,Train
3,81,Output/Typhoon_3_3D.npz,Train
3,82,Output/Typhoon_3_3D.npz,Train
3,83,Output/Typhoon_3_3D.npz,Train
3,84,Output/Typhoon_3_3D.npz,Train
4,0,Output/Typhoon_4_3D.npz,Train
4,1,Output/Typhoon_4_3D.npz,Train
4,2,Output/Typhoon_4_3D.npz,Train
4,3,Output/Typhoon_4_3D.npz,Train
4,4,Output/Typhoon_4_3D.npz,Train
4,5,Output/Typhoon_4_3D.npz,Train
4,6,Output/Typhoon_4_3D.npz,Train
4,7,Output/Typhoon_4_3D.npz,Train
4,8,Output/Typhoon_4_3D.npz,Train
4,9,Output/Typhoon_4_3D.npz,Train
4,10,Output/Typhoon_4_3D.npz,Train
4,11,Output/Typhoon_4_3D.npz,Train
4,12,Output/Typhoon_4_3D.npz,Train
4,13,Output/Typhoon_4_3D.npz,Train
4,14,Output/Typhoon_4_3D.npz,Train
4,15,Output/Typhoon_4_3D.npz,Train
4,16,Output/Typhoon_4_3D.npz,Train
4,17,Output/Typhoon_4_3D.npz,Train
4,18,Output/Typhoon_4_3D.npz,Train
4,19,Output/Typhoon_4_3D.npz,Train
4,20,Output/Typhoon_4_3D.npz,Train
4,21,Output/Typhoon_4_3D.npz,Train
4,22,Output/Typhoon_4_3D.npz,Train
4,23,Output/Typhoon_4_3D.npz,Train
4,24,Output/Typhoon_4_3D.npz,Train
4,25,Output/Typhoon_4_3D.npz,Train
4,26,Output/Typhoon_4_3D.npz,Train
4,27,Output/Typhoon_4_3D.npz,Train
4,28,Output/Typhoon_4_3D.npz,Train
4,29,Output/Typhoon_4_3D.npz,Train
4,30,Output/Typhoon_4_3D.npz,Train
4,31,Output/Typhoon_4_3D.npz,Train
4,32,Output/Typhoon_4_3D.npz,Train
4,33,Output/Typhoon_4_3D.npz,Train
4,34,Output/Typhoon_4_3D.npz,Train
4,35,Output/Typhoon_4_3D.npz,Train
4,36,Output/Typhoon_4_3D.npz,Train
4,37,Output/Typhoon_4_3D.npz,Train
4,38,Output/Typhoon_4_3D.npz,Train
4,39,Output/Typhoon_4_3D.npz,Train
4,40,Output/Typhoon_4_3D.npz,Train
4,41,Output/Typhoon_4_3D.npz,Train
4,42,Output/Typhoon_4_3D.npz,Train
4,43,Output/Typhoon_4_3D.npz,Train
4,44,Output/Typhoon_4_3D.npz,Train
4,45,Output/Typhoon_4_3D.npz,Train
4,46,Output/Typhoon_4_3D.npz,Train
4,47,Output/Typhoon_4_3D.npz,Train
4,48,Output/Typhoon_4_3D.npz,Train
4,49,Output/Typhoon_4_3D.npz,Train
4,50,Output/Typhoon_4_3D.npz,Train
4,51,Output/Typhoon_4_3D.npz,Train
4,52,Output/Typhoon_4_3D.npz,Train
4,53,Output/Typhoon_4_3D.npz,Train
4,54,Output/Typhoon_4_3D.npz,Train
4,55,Output/Typhoon_4_3D.npz,Train
4,56,Output/Typhoon_4_3D.npz,Train
4,57,Output/Typhoon_4_3D.npz,Train
4,58,Output/Typhoon_4_3D.npz,Train
4,59,Output/Typhoon_4_3D.npz,Train
4,60,Output/Typhoon_4_3D.npz,Train
4,61,Output/Typhoon_4_3D.npz,Train
4,62,Output/Typhoon_4_3D.npz,Train
4,63,Output/Typhoon_4_3D.npz,Train
4,64,Output/Typhoon_4_3D.npz,Train
4,65,Output/Typhoon_4_3D.npz,Train
4,66,Output/Typhoon_4_3D.npz,Train
4,67,Output/Typhoon_4_3D.npz,Train
4,68,Output/Typhoon_4_3D.npz,Train
4,69,Output/Typhoon_4_3D.npz,Train
4,70,Output/Typhoon_4_3D.npz,Train
4,71,Output/Typhoon_4_3D.npz,Train
4,72,Output/Typhoon_4_3D.npz,Train
4,73,Output/Typhoon_4_3D.npz,Train
4,74,Output/Typhoon_4_3D.npz,Train
4,75,Output/Typhoon_4_3D.npz,Train
4,76,Output/Typhoon_4_3D.npz,Train
4,77,Output/Typhoon_4_3D.npz,Train
4,78,Output/Typhoon_4_3D.npz,Train
4,79,Output/Typhoon_4_3D.npz,Train
4,80,Output/Typhoon_4_3D.npz,Train
4,81,Output/Typhoon_4_3D.npz,Train
4,82,Output/Typhoon_4_3D.npz,Train
4,83,Output/Typhoon_4_3D.npz,Train
4,84,Output/Typhoon_4_3D.npz,Train
4,85,Output/Typhoon_4_3D.npz,Train
4,86,Output/Typhoon_4_3D.npz,Train
4,87,Output/Typhoon_4_3D.npz,Train
4,88,Output/Typhoon_4_3D.npz,Train
4,89,Output/Typhoon_4_3D.npz,Train
4,90,Output/Typhoon_4_3D.npz,Train
4,91,Output/Typhoon_4_3D.npz,Train
4,92,Output/Typhoon_4_3D.npz,Train
4,93,Output/Typhoon_4_3D.npz,Train
4,94,Output/Typhoon_4_3D.npz,Train
4,95,Output/Typhoon_4_3D.npz,Train
4,96,Output/Typhoon_4_3D.npz,Train
4,97,Output/Typhoon_4_3D.npz,Train
4,98,Output/Typhoon_4_3D.npz,Train
4,99,Output/Typhoon_4_3D.npz,Train
4,100,Output/Typhoon_4_3D.npz,Train
4,101,Output/Typhoon_4_3D.npz,Train
4,102,Output/Typhoon_4_3D.npz,Train
4,103,Output/Typhoon_4_3D.npz,Train
4,104,Output/Typhoon_4_3D.npz,Train
4,105,Output/Typhoon_4_3D.npz,Train
4,106,Output/Typhoon_4_3D.npz,Train
4,107,Output/Typhoon_4_3D.npz,Train
4,108,Output/Typhoon_4_3D.npz,Train
4,109,Output/Typhoon_4_3D.npz,Train
4,110,Output/Typhoon_4_3D.npz,Train
4,111,Output/Typhoon_4_3D.npz,Train
4,112,Output/Typhoon_4_3D.npz,Train
4,113,Output/Typhoon_4_3D.npz,Train
4,114,Output/Typhoon_4_3D.npz,Train
4,115,Output/Typhoon_4_3D.npz,Train
4,116,Output/Typhoon_4_3D.npz,Train
4,117,Output/Typhoon_4_3D.npz,Train
4,118,Output/Typhoon_4_3D.npz,Train
4,119,Output/Typhoon_4_3D.npz,Train
4,120,Output/Typhoon_4_3D.npz,Train
4,121,Output/Typhoon_4_3D.npz,Train
4,122,Output/Typhoon_4_3D.npz,Train
4,123,Output/Typhoon_4_3D.npz,Train
4,124,Output/Typhoon_4_3D.npz,Train
4,125,Output/Typhoon_4_3D.npz,Train
4,126,Output/Typhoon_4_3D.npz,Train
5,0,Output/Typhoon_5_3D.npz,Train
5,1,Output/Typhoon_5_3D.npz,Train
5,2,Output/Typhoon_5_3D.npz,Train
5,3,Output/Typhoon_5_3D.npz,Train
5,4,Output/Typhoon_5_3D.npz,Train
5,5,Output/Typhoon_5_3D.npz,Train
5,6,Output/Typhoon_5_3D.npz,Train
5,7,Output/Typhoon_5_3D.npz,Train
5,8,Output/Typhoon_5_3D.npz,Train
5,9,Output/Typhoon_5_3D.npz,Train
5,10,Output/Typhoon_5_3D.npz,Train
5,11,Output/Typhoon_5_3D.npz,Train
5,12,Output/Typhoon_5_3D.npz,Train
5,13,Output/Typhoon_5_3D.npz,Train
5,14,Output/Typhoon_5_3D.npz,Train
5,15,Output/Typhoon_5_3D.npz,Train
5,16,Output/Typhoon_5_3D.npz,Train
5,17,Output/Typhoon_5_3D.npz,Train
5,18,Output/Typhoon_5_3D.npz,Train
5,19,Output/Typhoon_5_3D.npz,Train
5,20,Output/Typhoon_5_3D.npz,Train
5,21,Output/Typhoon_5_3D.npz,Train
5,22,Output/Typhoon_5_3D.npz,Train
5,23,Output/Typhoon_5_3D.npz,Train
5,24,Output/Typhoon_5_3D.npz,Train
5,25,Output/Typhoon_5_3D.npz,Train
5,26,Output/Typhoon_5_3D.npz,Train
5,27,Output/Typhoon_5_3D.npz,Train
5,28,Output/Typhoon_5_3D.npz,Train
5,29,Output/Typhoon_5_3D.npz,Train
5,30,Output/Typhoon_5_3D.npz,Train
5,31,Output/Typhoon_5_3D.npz,Train
5,32,Output/Typhoon_5_3D.npz,Train
5,33,Output/Typhoon_5_3D.npz,Train
5,34,Output/Typhoon_5_3D.npz,Train
5,35,Output/Typhoon_5_3D.npz,Train
5,36,Output/Typhoon_5_3D.npz,Train
5,37,Output/Typhoon_5_3D.npz,Train
5,38,Output/Typhoon_5_3D.npz,Train
5,39,Output/Typhoon_5_3D.npz,Train
5,40,Output/Typhoon_5_3D.npz,Train
5,41,Output/Typhoon_5_3D.npz,Train
5,42,Output/Typhoon_5_3D.npz,Train
5,43,Output/Typhoon_5_3D.npz,Train
5,44,Output/Typhoon_5_3D.npz,Train
5,45,Output/Typhoon_5_3D.npz,Train
5,46,Output/Typhoon_5_3D.npz,Train
5,47,Output/Typhoon_5_3D.npz,Train
5,48,Output/Typhoon_5_3D.npz,Train
5,49,Output/Typhoon_5_3D.npz,Train
5,50,Output/Typhoon_5_3D.npz,Train
5,51,Output/Typhoon_5_3D.npz,Train
5,52,Output/Typhoon_5_3D.npz,Train
5,53,Output/Typhoon_5_3D.npz,Train
5,54,Output/Typhoon_5_3D.npz,Train
5,55,Output/Typhoon_5_3D.npz,Train
5,56,Output/Typhoon_5_3D.npz,Train
5,57,Output/Typhoon_5_3D.npz,Train
5,58,Output/Typhoon_5_3D.npz,Train
5,59,Output/Typhoon_5_3D.npz,Train
5,60,Output/Typhoon_5_3D.npz,Train
5,61,Output/Typhoon_5_3D.npz,Train
5,62,Output/Typhoon_5_3D.npz,Train
5,63,Output/Typhoon_5_3D.npz,Train
5,64,Output/Typhoon_5_3D.npz,Train
5,65,Output/Typhoon_5_3D.npz,Train
5,66,Output/Typhoon_5_3D.npz,Train
5,67,Output/Typhoon_5_3D.npz,Train
5,68,Output/Typhoon_5_3D.npz,Train
5,69,Output/Typhoon_5_3D.npz,Train
5,70,Output/Typhoon_5_3D.npz,Train
5,71,Output/Typhoon_5_3D.npz,Train
5,72,Output/Typhoon_5_3D.npz,Train
5,73,Output/Typhoon_5_3D.npz,Train
5,74,Output/Typhoon_5_3D.npz,Train
5,75,Output/Typhoon_5_3D.npz,Train
5,76,Output/Typhoon_5_3D.npz,Train
5,77,Output/Typhoon_5_3D.npz,Train
5,78,Output/Typhoon_5_3D.npz,Train
5,79,Output/Typhoon_5_3D.npz,Train
5,80,Output/Typhoon_5_3D.npz,Train
5,81,Output/Typhoon_5_3D.npz,Train
5,82,Output/Typhoon_5_3D.npz,Train
5,83,Output/Typhoon_5_3D.npz,Train
5,84,Output/Typhoon_5_3D.npz,Train
5,85,Output/Typhoon_5_3D.npz,Train
5,86,Output/Typhoon_5_3D.npz,Train
5,87,Output/Typhoon_5_3D.npz,Train
5,88,Output/Typhoon_5_3D.npz,Train
5,89,Output/Typhoon_5_3D.npz,Train
5,90,Output/Typhoon_5_3D.npz,Train
5,91,Output/Typhoon_5_3D.npz,Train
5,92,Output/Typhoon_5_3D.npz,Train
5,93,Output/Typhoon_5_3D.npz,Train
5,94,Output/Typhoon_5_3D.npz,Train
5,95,Output/Typhoon_5_3D.npz,Train
5,96,Output/Typhoon_5_3D.npz,Train
5,97,Output/Typhoon_5_3D.npz,Train
5,98,Output/Typhoon_5_3D.npz,Train
5,99,Output/Typhoon_5_3D.npz,Train
5,100,Output/Typhoon_5_3D.npz,Train
5,101,Output/Typhoon_5_3D.npz,Train
5,102,Output/Typhoon_5_3D.npz,Train
5,103,Output/Typhoon_5_3D.npz,Train
5,104,Output/Typhoon_5_3D.npz,Train
5,105,Output/Typhoon_5_3D.npz,Train
6,0,Output/Typhoon_6_3D.npz,Train
6,1,Output/Typhoon_6_3D.npz,Train
6,2,Output/Typhoon_6_3D.npz,Train
6,3,Output/Typhoon_6_3D.npz,Train
6,4,Output/Typhoon_6_3D.npz,Train
6,5,Output/Typhoon_6_3D.npz,Train
6,6,Output/Typhoon_6_3D.npz,Train
6,7,Output/Typhoon_6_3D.npz,Train
6,8,Output/Typhoon_6_3D.npz,Train
6,9,Output/Typhoon_6_3D.npz,Train
6,10,Output/Typhoon_6_3D.npz,Train
6,11,Output/Typhoon_6_3D.npz,Train
6,12,Output/Typhoon_6_3D.npz,Train
6,13,Output/Typhoon_6_3D.npz,Train
6,14,Output/Typhoon_6_3D.npz,Train
6,15,Output/Typhoon_6_3D.npz,Train
6,16,Output/Typhoon_6_3D.npz,Train
6,17,Output/Typhoon_6_3D.npz,Train
6,18,Output/Typhoon_6_3D.npz,Train
6,19,Output/Typhoon_6_3D.npz,Train
6,20,Output/Typhoon_6_3D.npz,Train
6,21,Output/Typhoon_6_3D.npz,Train
6,22,Output/Typhoon_6_3D.npz,Train
6,23,Output/Typhoon_6_3D.npz,Train
6,24,Output/Typhoon_6_3D.npz,Train
6,25,Output/Typhoon_6_3D.npz,Train
6,26,Output/Typhoon_6_3D.npz,Train
6,27,Output/Typhoon_6_3D.npz,Train
6,28,Output/Typhoon_6_3D.npz,Train
6,29,Output/Typhoon_6_3D.npz,Train
6,30,Output/Typhoon_6_3D.npz,Train
6,31,Output/Typhoon_6_3D.npz,Train
6,32,Output/Typhoon_6_3D.npz,Train
6,33,Output/Typhoon_6_3D.npz,Train
6,34,Output/Typhoon_6_3D.npz,Train
6,35,Output/Typhoon_6_3D.npz,Train
6,36,Output/Typhoon_6_3D.npz,Train
6,37,Output/Typhoon_6_3D.npz,Train
6,38,Output/Typhoon_6_3D.npz,Train
6,39,Output/Typhoon_6_3D.npz,Train
6,40,Output/Typhoon_6_3D.npz,Train
6,41,Output/Typhoon_6_3D.npz,Train
6,42,Output/Typhoon_6_3D.npz,Train
6,43,Output/Typhoon_6_3D.npz,Train
6,44,Output/Typhoon_6_3D.npz,Train
6,45,Output/Typhoon_6_3D.npz,Train
6,46,Output/Typhoon_6_3D.npz,Train
6,47,Output/Typhoon_6_3D.npz,Train
6,48,Output/Typhoon_6_3D.npz,Train
6,49,Output/Typhoon_6_3D.npz,Train
6,50,Output/Typhoon_6_3D.npz,Train
6,51,Output/Typhoon_6_3D.npz,Train
6,52,Output/Typhoon_6_3D.npz,Train
6,53,Output/Typhoon_6_3D.npz,Train
6,54,Output/Typhoon_6_3D.npz,Train
6,55,Output/Typhoon_6_3D.npz,Train
6,56,Output/Typhoon_6_3D.npz,Train
6,57,Output/Typhoon_6_3D.npz,Train
6,58,Output/Typhoon_6_3D.npz,Train
6,59,Output/Typhoon_6_3D.npz,Train
6,60,Output/Typhoon_6_3D.npz,Train
6,61,Output/Typhoon_6_3D.npz,Train
6,62,Output/Typhoon_6_3D.npz,Train
6,63,Output/Typhoon_6_3D.npz,Train
6,64,Output/Typhoon_6_3D.npz,Train
6,65,Output/Typhoon_6_3D.npz,Train
